language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_cpp_to_go.jsonl,0.614634,0.015900,0.707317,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_cpp_to_java.jsonl,0.842683,0.008271,0.865854,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_cpp_to_js.jsonl,0.798780,0.010056,0.847561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_cpp_to_python.jsonl,0.759756,0.010770,0.810976,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_cpp_to_rust.jsonl,0.336585,0.027324,0.628049,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_go_to_cpp.jsonl,0.687805,0.015426,0.786585,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_go_to_java.jsonl,0.808537,0.010491,0.847561,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_go_to_js.jsonl,0.874390,0.012195,0.926829,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_go_to_python.jsonl,0.880488,0.007317,0.896341,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_go_to_rust.jsonl,0.337805,0.029013,0.695122,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_java_to_cpp.jsonl,0.750000,0.014326,0.841463,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_java_to_go.jsonl,0.645122,0.014429,0.725610,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_java_to_js.jsonl,0.919512,0.010056,0.945122,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_java_to_python.jsonl,0.889024,0.006218,0.908537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_java_to_rust.jsonl,0.373171,0.029420,0.707317,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_js_to_cpp.jsonl,0.763415,0.013247,0.841463,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_js_to_go.jsonl,0.658537,0.013359,0.737805,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_js_to_java.jsonl,0.824390,0.009602,0.871951,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b_v2_194/humaneval_js_to_python.jsonl,0.863415,0.008962,0.890244,0.000000,,,,
