language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_go.jsonl,0.240244,0.013905,0.317073,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_java.jsonl,0.436585,0.017923,0.567073,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_js.jsonl,0.465854,0.016086,0.567073,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_python.jsonl,0.482927,0.013689,0.567073,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_rust.jsonl,0.329268,0.019436,0.475610,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_cpp.jsonl,0.300000,0.018971,0.469512,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_java.jsonl,0.452439,0.013580,0.518293,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_js.jsonl,0.534146,0.017073,0.676829,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_python.jsonl,0.619512,0.012674,0.682927,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_rust.jsonl,0.318293,0.023139,0.518293,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_cpp.jsonl,0.276829,0.018414,0.439024,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_go.jsonl,0.324390,0.015807,0.426829,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_js.jsonl,0.475610,0.015522,0.597561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_python.jsonl,0.642683,0.014326,0.719512,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_rust.jsonl,0.350000,0.023960,0.554878,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_cpp.jsonl,0.339024,0.020113,0.512195,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_go.jsonl,0.451220,0.012195,0.518293,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_java.jsonl,0.489024,0.013797,0.567073,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_python.jsonl,0.671951,0.014117,0.743902,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_rust.jsonl,0.364634,0.021123,0.524390,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_cpp.jsonl,0.273171,0.016810,0.402439,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_go.jsonl,0.339024,0.014117,0.426829,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_java.jsonl,0.485366,0.014117,0.573171,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_js.jsonl,0.542683,0.012674,0.615854,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_rust.jsonl,0.378049,0.024633,0.597561,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_cpp.jsonl,0.360976,0.020260,0.530488,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_go.jsonl,0.353659,0.014532,0.445122,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_java.jsonl,0.454878,0.015807,0.554878,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_js.jsonl,0.440244,0.016810,0.554878,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_python.jsonl,0.550000,0.013470,0.628049,0.000000,,,,
total,ALL,0.424756,0.003101,0.543089,0.000000,,,,
